,Company,Level,Location,Salary,Title
4,        New York Life Insurance Co,senior_level,"New York, NY",100000,Senior Data Intelligence Analyst
5,        Universal Music Group,senior_level,"New York, NY 10011 (Chelsea area)",100000,"Senior Data Analyst, Artist Insights"
6,        EPAM Systems,senior_level,"Long Island City, NY",100000,Senior Data Analyst
7,        1stdibs.com,senior_level,"New York, NY 10011 (Chelsea area)",100000,Senior Data Analyst
8,        Criteo,senior_level,"New York, NY",100000,"Senior Data Analyst, CBS, Analytics"
9,        Altice USA,senior_level,"New York, NY",100000,Sr. Data Analyst
10,        Criteo,senior_level,"New York, NY",100000,"Senior Data Analyst, CBS"
11,        Scholastic,senior_level,"New York, NY",100000,Senior Data Analyst
12,        Wavemaker,senior_level,"New York, NY",100000,"Sr. Analyst, Data Sciences - Danone"
13,        EmblemHealth,senior_level,"New York, NY",100000,"Data Analysts, Sr. Data Analysts & Lead Data Analysts"
14,        JW Player,senior_level,"Greenwich, CT",100000,Senior Data Analyst
15,        One Call,senior_level,"Norwalk, CT 06854",100000,Data Analyst Senior
16,        Saks Fifth Avenue,senior_level,"New York, NY 10013 (Tribeca area)",100000,"Senior Analyst, Analytics"
17,        PR MANAGEMENT,senior_level,"New York, NY 10036",100000,"Sr Data Scientist, Analytics and Advertising"
18,        Priceline.com,senior_level,"New York, NY",100000,"Senior Analyst, Hotels Data Analytics"
19,        AdTheorent,senior_level,"Somerville, NJ",100000,"VP, Data & Analytics"
20,        Capgemini,senior_level,"New York, NY 10011 (Chelsea area)",100000,Data Architect / Data Analyst
21,        American Express,senior_level,"New York, NY",100000,Sr Analyst- New Member Acquisition Strategy
22,        Johnson & Johnson Family of Companies,senior_level,"New York, NY",100000,SENIOR MANAGER R&D DATA AND ANALYTICS
23,        Crossmedia,senior_level,"New York, NY",100000,Senior Analyst - Analytics and Business Intelligence
24,        American Express,senior_level,"New York, NY",100000,"Analyst/Sr Analyst, Pricing Capabilities"
25,        Warby Parker,senior_level,"New York, NY 10014 (West Village area)",100000,Senior Data Engineer
26,        Suzy,senior_level,"New York, NY",100000,Vice President Data and Insights
27,        EmblemHealth,senior_level,"Stamford, CT 06902 (Downtown area)",100000,Senior Data Analyst ( PHARMACY)
28,        Estee Lauder,senior_level,"New York, NY",100000,"Senior Analyst, Global HR Data Management, OneSource"
29,        Mythics,senior_level,"New York, NY 10104 (Midtown area)",100000,Sr. Analytics Analyst
30,        Gartner,senior_level,"Purchase, NY",100000,"Sr. Director, Analyst, - Data Ingestion and Integration Solu..."
31,        NBCUniversal,senior_level,"Brooklyn, NY",100000,Sr. Business Analyst
32,        SiriusXM,senior_level,"New York, NY 10045",100000,Lead Business & Data Analyst
33,        PepsiCo,senior_level,"New York, NY 10003 (Greenwich Village area)",100000,Strategy Sr Analyst
34,        New York City DEPT OF INFO TECH & TELECOMM,senior_level,"New York, NY",100000,IT Business Analyst
35,        Federal Reserve Bank of New York,senior_level,"New York, NY",100000,Senior Liquidity Specialist- Data and Statistics - Research...
36,        Shake Shack,senior_level,"New York, NY",100000,Senior HR Technology Analyst
37,        Intesa San Paolo,senior_level,"New York, NY 10004 (Financial District area)",100000,Senior Data Metrics - NY
38,"        Ample Insight, Inc.",senior_level,"New York, NY",100000,Sr. Data Scientist
39,        Morgan Stanley,senior_level,"New York, NY",100000,Senior Business Intelligence Analyst
40,        Deloitte,senior_level,"New York, NY",100000,"Senior Consultant, Strategy & Analytics, Analytics & Cogniti..."
41,        Prepense Technologies ltd,senior_level,"New York, NY 10001 (Chelsea area)",100000,Big Data Analyst
42,        Central Office,senior_level,"New York, NY 10261 (Murray Hill area)",100000,Decision Support Senior Analyst (Administrative Senior Polic...
43,        sparks & honey,senior_level,"New York, NY 10022 (Midtown area)",100000,Senior Data Scientist
44,        Gro Intelligence,senior_level,"New York, NY",100000,Senior Research Analyst
45,        Citi,senior_level,"New York, NY 10001 (Chelsea area)",100000,Productivity and Investment Reporting Planning & Analysis An...
46,        the NBA,senior_level,"New York, NY 10018 (Clinton area)",100000,"Senior Consultant, Business Strategy and Operations"
47,        Nielsen,senior_level,"New York, NY 10103 (Midtown area)",100000,Sr. Data Scientist
48,        SiriusXM,senior_level,"New York, NY 10018 (Clinton area)",100000,"Senior Data Architect, Business Intelligence"
49,        GroupM,senior_level,"New York, NY",100000,"Data Science, Sr. Analyst (Programmatic)"
50,        Millennium Management,,,,Senior Data Scientist
51,        Ross Stores,,,,"Sr. Analyst, Merchant Operations"
52,        MBO Partners,,,,Senior Business Analyst
53,        BlackRock,,,,Senior Data Scientist - Data Science Core
54,        T. Rowe Price,,,,Eng Manager - Head of Performance Data Technology – NYC or M...
55,        Trexin Consulting,,,,IFRS SAP Finance Business Analyst
0,        Lumentum Operations LLC,entry_level,"San Francisco, CA",60000,Data Analyst Intern
1,        SELLBYTEL Group,entry_level,"San Francisco, CA",60000,"Data Analyst, YouTube Support Insights"
2,        Atomwise,entry_level,"San Francisco, CA",60000,Business Analyst
3,        Paypal,entry_level,"San Francisco, CA 94103 (South Of Market area)",60000,"Analyst, Product Analytics"
4,        Paypal,entry_level,"San Francisco, CA",60000,"Data Analyst, Entry Level (Graduate Degree)"
5,        Elite IT Professionals Inc,entry_level,"San Bruno, CA",60000,Data Analyst
6,        Deloitte,entry_level,"San Francisco, CA 94103 (South Of Market area)",60000,"Analyst, Strategy and Research"
7,        University of California San Francisco,entry_level,"San Francisco, CA 94105 (Financial District area)",60000,Research Data Analyst
8,        Uber,entry_level,"Oakland, CA",60000,Data Analyst
9,        University of California San Francisco,entry_level,"San Francisco, CA",60000,Registry Data Analyst
10,        SELLBYTEL Group,entry_level,"San Francisco, CA 94107 (South Of Market area)",60000,"Data Analyst, YouTube Support Insights"
11,        City & County of San Francisco,entry_level,"Stanford, CA",60000,Junior Administrative Analyst
12,        Salesforce,entry_level,"San Francisco, CA",60000,Program Reporting Associate Analyst
13,        Kaiser Permanente,entry_level,"San Francisco, CA",60000,Marketing Data Analyst
14,        Kantar Careers,entry_level,"San Francisco, CA",60000,Analyst
15,        Paypal,entry_level,"San Francisco, CA 94103 (South Of Market area)",60000,Data Scientist 1
16,        Stanford University,entry_level,"San Francisco, CA",60000,Data Analyst
17,        Rally Health,entry_level,"San Francisco, CA",60000,Data Analyst
18,        HotelTonight,entry_level,"San Francisco, CA 94124 (Bayview area)",60000,Data Analyst
19,        University of California San Francisco,entry_level,"San Francisco, CA",60000,Decision Support Analyst
20,        Twitter,entry_level,"San Francisco, CA",60000,Financial Analyst I
21,        Yelp,entry_level,"San Francisco, CA 94103 (South Of Market area)",60000,"Analyst, Business Operations & Strategy"
22,        Alter Eco Foods,entry_level,"San Francisco, CA",60000,Data Analyst
23,        Plethora,entry_level,"South San Francisco, CA",60000,Reporting and Data Analyst
24,        Adobe,entry_level,"San Francisco, CA 94111 (Financial District area)",60000,Business Intelligence Analyst
25,        University of California San Francisco,entry_level,"San Francisco, CA",60000,Financial Analyst
26,        Twitter,entry_level,"San Francisco, CA",60000,"Data Scientist, Growth On-boarding"
27,        University of California San Francisco,entry_level,"Sunnyvale, CA 94085",60000,Archibus CAFM Analyst
28,        Twist Bioscience,entry_level,"San Francisco, CA",60000,Data Analyst
29,        Cardwell Beach,entry_level,"San Francisco, CA",60000,Remote Freelance Data Analyst
30,        FocusKPI Inc.,entry_level,"San Francisco, CA",60000,Data Analyst
31,        FocusKPI Inc.,entry_level,"San Francisco, CA",60000,Marketing Data Analyst
32,        Cushman & Wakefield,entry_level,"San Jose, CA 95131 (North Valley area)",60000,Data Analyst
33,"        Triu Tek, Inc.",entry_level,"San Francisco, CA",60000,Business Analyst
34,        University of California San Francisco,entry_level,"San Francisco, CA 94103 (South Of Market area)",60000,Program Analyst
35,        University of California San Francisco,entry_level,"San Francisco, CA",60000,Business Systems Analyst
36,        University of California San Francisco,entry_level,"Foster City, CA",60000,Development Analyst
37,        Paypal,entry_level,"Stanford, CA 94305",60000,"Data Analyst, Entry Level (Graduate Degree)"
38,        University of California San Francisco,entry_level,"San Francisco, CA 94102 (Downtown area)",60000,Payroll Analyst
39,        Uber,entry_level,"San Mateo, CA",60000,Data Analyst - Strategic Finance
40,        Cisco Meraki,entry_level,"Sunnyvale, CA",60000,Pricing Strategy Analyst
41,        QuinStreet,entry_level,"San Francisco, CA",60000,Junior Data Analyst
42,        Stanford University,entry_level,"Redwood City, CA 94065",60000,Research Data Analyst 1
43,        Dropbox,entry_level,"Sunnyvale, CA",60000,Strategic Finance Data Analyst
44,        NCSOFT,entry_level,"San Francisco, CA",60000,Game Data Analyst
45,        Teladoc,entry_level,"San Francisco, CA 94105 (Financial District area)",60000,Data Analyst
46,        Stitch Fix,entry_level,"San Francisco, CA",60000,Data Scientist - Recommendations
47,        Yodlee,entry_level,"San Francisco, CA",60000,Data Analyst (TXN)
48,        Intuitive Surgical,entry_level,"San Francisco, CA 94107 (South Of Market area)",60000,Data Analyst Intern
49,        Gap Inc. Corporate,entry_level,"San Francisco, CA 94105 (Financial District area)",60000,Strategy Pricing Analyst
50,        The State Bar of California,,,,Program Coordinator - Mission Advancement
51,        University of California San Francisco,,,,Data Scientist
52,        Stitch Fix,,,,Data Scientist - Fit Role
53,        SquareTrade,,,,Financial Data Analyst
54,        Esurance,,,,Data Scientist
0,        Farmland LP,mid_level,"San Francisco, CA",60000,Financial Analyst
1,        Accenture,mid_level,"San Francisco, CA",60000,Vendor Management Analyst (Telecommunications)
2,        Pathways Personnel,mid_level,"San Francisco, CA",60000,Quantitative Analyst
3,"        Atlas Field Services, LLC",mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,Administrative Assistant/ Business Analyst
4,        The RealReal,mid_level,"San Francisco, CA",60000,Senior Marketing Analyst
5,        eSpark Learning,mid_level,"San Francisco, CA 94102 (Downtown area)",60000,Data Analyst
6,        PAX Labs,mid_level,"San Francisco, CA",60000,Data Analyst
7,        Eaze,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,Data Analyst
8,        Twitter,mid_level,"San Francisco, CA",60000,"People Analyst, Reporting & Insights"
9,        Twitch,mid_level,"San Francisco, CA",60000,"Data Analyst, Viewer Engagement"
10,        Dropbox,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,Data Analyst - Growth
11,        Vim,mid_level,"San Francisco, CA",60000,Data Analyst
12,        Twitter,mid_level,"San Francisco, CA",60000,Research Specialist
13,        Twitch,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,"Data Analyst, Advertising"
14,        MoneyLion,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,Data Analyst
15,        Square,mid_level,"San Francisco, CA 94133 (Russian Hill area)",60000,"Data Analyst, Square Capital"
16,        Chime,mid_level,"San Francisco, CA",60000,Data Analyst
17,        University of California San Francisco Medical Cen...,mid_level,"San Francisco, CA 94124 (Bayview area)",60000,Improvement Data Analyst
18,        Twitter,mid_level,"San Francisco, CA 94110 (Mission area)",60000,People Systems Reporting Analyst
19,        Scoot Networks,mid_level,"San Francisco, CA",60000,Data Analyst
20,        Wag!,mid_level,"San Francisco, CA",60000,Fraud / Risk Analyst
21,        Glu Mobile,mid_level,"San Francisco, CA",60000,Data Analyst
22,        Imperfect Produce,mid_level,"San Francisco, CA 94102 (Downtown area)",60000,Data Analyst
23,        Madison Reed,mid_level,"San Francisco, CA 94102 (Downtown area)",60000,Data Analyst
24,        University of California San Francisco,mid_level,"San Francisco, CA",60000,Project and Data Analyst
25,        Figure,mid_level,"San Francisco, CA",60000,Data Analyst
26,        NESS USA INC,mid_level,"San Francisco, CA",60000,Data Analyst
27,        San Francisco Conservatory of Music,mid_level,"San Francisco, CA",60000,Database Analyst
28,        Dropbox,mid_level,"San Francisco, CA",60000,Product Analyst
29,        Factspan Inc,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,Data Analyst @ San Francisco
30,        Averna,mid_level,"San Francisco, CA",60000,"Data Analyst - San Francisco Bay, California"
31,        Sony Interactive Entertainment PlayStation,mid_level,"San Francisco, CA",60000,Business Intelligence Analyst
32,        singular,mid_level,"San Francisco, CA 94118 (Inner Richmond area)",60000,Data Analyst
33,        BICP,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,Data Analyst | Fortune 500 Retailer
34,        Uber,mid_level,"San Francisco, CA",60000,"Strategy and Operations Analyst, Greenlight"
35,        Health Plan of San Mateo,mid_level,"San Francisco, CA",60000,Health Data Analyst
36,        San Francisco State University,mid_level,"San Francisco, CA",60000,Data Analyst
37,        Sutter Health,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,Outcomes Data Analyst - Cancer Services
38,        Pinterest,mid_level,"San Francisco, CA 94103 (South Of Market area)",60000,"Data Scientist, Experimentation (Statistics)"
39,        Common Sense Media Inc.,mid_level,"San Francisco, CA",60000,Data Analyst
40,        Splunk,mid_level,"Stanford, CA 94305",60000,Operations Analyst
41,        University of California San Francisco Medical Cen...,mid_level,"San Francisco, CA",60000,Data Governance Analyst
